PuzzleId,FEN,Moves,Rating,Themes
2Ljxd,r4r2/3bk1b1/pq5p/1p2R2Q/5R1P/1B6/PPP3P1/7K b - - 0 24,g7e5 h5e5 d7e6 e5g7 e7d6 f4f8,1903,crushing deflection exposedKing long middlegame
uRELy,6k1/4ppbp/1p4p1/8/3PN3/4P2Q/1Pr2PPq/R4K2 b - - 1 26,h2c7 a1a8 g7f8 h3h6,1903,advantage endgame pin short
aTAn8,r3r3/2p3pk/p4p1p/2R2P2/P1P5/4QP2/1q3P1P/4R1K1 w - - 1 29,e3c1 b2b4 e1e8 a8e8 c5c7 e8e1 c1e1 b4e1,1904,advantage endgame fork veryLong
ldTMW,8/1p4p1/4pp2/p1k4p/2P2P2/PP1K2P1/7P/8 w - - 0 37,d3e4 a5a4 b3a4 c5c4,1905,advantage deflection endgame master pawnEndgame short
pc3Ni,Qn5r/5p2/2p2k2/pp2q3/4P2p/P1PB1p1P/1P3P2/3R1RK1 w - - 0 25,a8a5 e5g5 g1h1 g5g2,1905,kingsideAttack mate mateIn2 middlegame short
t90kU,4r2k/4b1p1/2b1r1qp/p1pNpp2/P1P5/1PNP1PP1/4Q2P/4RRK1 w - - 3 31,d5f4 e5f4 e2e6 e7f6,1906,advantage master middlegame pin sacrifice short
HEgIn,r2qk2r/pp1n2pp/2p2n2/2b1p3/4P3/2N1BB2/PPP1Q1PP/R3K2R b KQkq - 3 12,e8g8 e3c5 d7c5 e2c4 g8h8 c4c5,1906,crushing fork long middlegame
Q6wjD,8/3R1Qbk/1p4pp/p1p5/8/2qP3P/6P1/7K b - - 1 36,a5a4 d3d4 c3a1 h1h2 a1d4 d7d4,1907,advantage endgame long master pin
Xbxck,5rk1/pp3pp1/8/3BN2p/2P1bq2/5N1P/PP3PK1/R4R2 w - - 4 27,f1d1 f4e5 d5e4 e5e4,1907,advantage middlegame pin short
Pam22,5k2/3R3p/1K6/p7/2P5/1P1Bq3/P7/8 w - - 3 40,b6a5 e3c5 a5a4 c5c6 a4b4 c6d7,1908,crushing endgame fork long
4uL6r,8/1p3B2/4p3/Ppp5/2k1bP2/2P1P3/3K4/8 b - - 1 34,e4d5 e3e4 d5e4 f7e6 e4d5 f4f5,1908,bishopEndgame crushing deflection endgame long
RFFAG,8/pQp2pk1/2n5/4b3/8/1P3qPP/P4P2/5RK1 w - - 1 31,f1c1 e5g3 c1c2 f3d1 g1g2 d1c2,1910,advantage endgame fork long pin
730ly,N1b3k1/1p4bp/p1np1r2/4p1p1/2P1Pp1q/5Pn1/PPNQBBPP/R2R2K1 w - - 2 20,d2e1 h4h2 g1h2 f6h6 h2g1 h6h1,1910,attraction kingsideAttack long mate mateIn3 middlegame sacrifice
rNJEm,r7/pp2kp2/1q2p3/3pN3/Qb4rp/1P2P3/5PP1/3R1RK1 b - - 1 25,g4g5 a4d7 e7f6 d7f7 f6e5 f7f4,1910,long mate mateIn3 middlegame sacrifice
I2NBh,r2r2k1/pp3ppp/nbp2n2/4p3/4P1b1/2PP2N1/PPKBB1qP/R3Q1NR b - - 5 15,a6c5 e2f1 c5d3 f1g2,1912,advantage middlegame short trappedPiece
RgjfH,r1bqkb1r/pppp1ppp/2n1p3/4n3/8/1B3N2/PPPP1PPP/RNBQ1RK1 b kq - 1 6,f8c5 f3e5 c6e5 d2d4 c5d6 d4e5,1913,advantage fork long opening
WLf6u,r1bq2kr/pppp1pNp/2n4B/8/1b6/2nB4/PPP2PPP/R2QK2R w KQ - 0 10,b2c3 b4c3 e1f1 c3g7 h6g7 g8g7,1913,crushing fork long opening
suRgS,r1b2rk1/pp1nq1pp/2nbpp2/2ppN3/3P4/2PBPNB1/PP3PPP/R2QK2R w KQ - 0 11,d3h7 g8h7 d1c2 f6f5,1913,advantage defensiveMove hangingPiece opening short
ErTlG,7k/p5p1/4Bp1p/3P4/1n6/7P/P5P1/6K1 b - - 1 37,b4a2 d5d6 a2b4 e6d5 b4d5 d6d7 d5e7 d7d8q,1914,advancedPawn clearance crushing endgame promotion quietMove sacrifice veryLong
JKopa,5rk1/1p6/p1n4p/3R2p1/1P1PB3/4P1qP/P4rP1/2R1Q1K1 w - - 3 30,e1c3 f2g2 e4g2 f8f2 d5d8 c6d8,1914,clearance crushing long middlegame sacrifice
JHkUR,6nr/pp3k1r/3qp1p1/1P1p1n2/3P4/2P2NPb/P4P1P/R2QR1KB b - - 4 22,h3g4 f3g5 f7e8 d1g4,1914,crushing discoveredAttack fork middlegame short
fM9nB,r5k1/pp4pp/2pb3r/3p4/3P4/2P2BPb/PP1NPq1P/R2Q2RK w - - 3 20,d1e1 f2h2 h1h2 h3f1 f3h5 h6h5,1916,discoveredAttack discoveredCheck kingsideAttack long mate mateIn3 middlegame pillsburysMate sacrifice
lcnmB,r4rk1/1p3ppp/2p1b2q/p3p3/2P1Pn2/PPN5/2N1B1PP/R2Q1RK1 w - - 1 20,c2e3 f4h3 g1h1 h6e3 d1e1 h3f4,1917,advantage discoveredAttack kingsideAttack long middlegame
mVozF,rnb2rk1/pp3ppp/3p4/2pP4/4P2q/2B5/PP4PP/R2QKBNR w KQ - 1 11,g2g3 h4e4 e1f2 e4h1 h2h3 h1e4,1917,advantage fork long opening
HTPWz,2r2rk1/1R3p2/6p1/2q4p/1pp4P/4PQP1/1PR2P2/6K1 w - - 0 30,f3f6 c5d5 b7b4 d5d1 g1h2 d1c2,1917,crushing endgame fork long master
qtEVe,3r1rk1/pBp1qppp/3b2b1/2p5/3Pn3/P1N1P3/1PP2PPP/R1BQR1K1 w - - 1 14,c3d5 d6h2 g1h2 e7h4 h2g1 h4f2,1920,advantage attraction kingsideAttack long middlegame sacrifice
aeNeB,3b2k1/1b3ppp/p2q4/2R5/P3pP2/3rB1P1/1P3Q1P/R5K1 w - - 13 27,c5c2 d3e3 f2e3 d8b6,1921,crushing middlegame pin sacrifice short
Hakuo,r2q1r1k/4b3/p3pnQp/3p4/2pP3B/2P4P/PP3PP1/R3R1K1 b - - 0 21,f8g8 h4f6 e7f6 g6h6,1924,kingsideAttack mate mateIn2 middlegame short
b0n1i,4r1k1/1b4b1/p4pNq/1p1p4/3P3R/P5Q1/1P3RP1/2r2BK1 b - - 5 37,h6e3 h4h8 g7h8 g6e7 g8f7 g3e3,1924,crushing discoveredCheck doubleCheck exposedKing interference long middlegame sacrifice
KSRZ9,2r2r2/1q3pk1/p3b1pp/1pbp4/5Q2/1B3N2/PP3PPP/2RR2K1 b - - 7 24,f8d8 c1c5 c8c5 f4d4 g7h7 d4c5,1925,advantage attraction fork long middlegame sacrifice
ArHFd,5r1k/p5b1/7R/5r1Q/3P1p2/P7/1q3PPP/4R1K1 b - - 0 33,h8g8 h5g6 f5f6 g6h7,1925,advantage master middlegame pin short
CedoL,4rq1k/pp3p2/2pp1P1p/3n3Q/4N1RP/P7/1PP2P2/7K b - - 4 37,e8e5 e4g5 d5f6 g5f7 f8f7 h5f7,1926,advantage endgame exposedKing fork long pin
fSLNg,8/6pk/1P5p/3Np3/4P3/6rr/1R2KR2/8 w - - 3 52,f2f5 g3g2 f5f2 g2f2 e2f2 h3h2 f2f3 h2b2,1928,attraction crushing endgame exposedKing skewer veryLong
2VRQK,5rk1/ppp3pp/2n5/3p2q1/3PQ3/NBP1pp2/PP4PP/R1B3K1 w - - 0 21,e4d5 g8h8 d5f3 f8f3,1929,advantage defensiveMove middlegame pin short
11X16,8/5pk1/3Np1p1/3nP2p/5P1P/4n1P1/1B3K2/8 w - - 3 40,d6e8 g7f8 e8f6 e3d1 f2e2 d1b2,1930,crushing defensiveMove endgame fork long
gBTsi,1k2r2r/2pqbp2/Q4n1p/3bR1p1/P7/2N1B2P/1PP2PP1/R5K1 b - - 2 20,d7c6 e3a7 b8a8 a7b6,1930,crushing discoveredAttack discoveredCheck middlegame queensideAttack short
dH8Ie,r4rk1/p1p2p2/1pQ1p1p1/8/3PN3/2PKP3/PP4q1/8 b - - 3 23,a8e8 e4f6 g8g7 f6e8 f8e8 c6g2,1931,advantage endgame fork long
FvtyW,5rk1/pp4bp/6p1/2Q1p3/P3P1B1/BPqP3P/2P3PK/8 b - - 0 30,c3e1 c5d5 g8h8 a3f8,1932,crushing discoveredAttack endgame kingsideAttack short
YMKvw,3r1knr/pqBbbpp1/2n1p3/1N6/2P5/6P1/PP2PPB1/R2Q1RK1 b - - 2 15,d8c8 d1d7 g8f6 d7c6 b7c6 g2c6,1932,advantage hangingPiece long opening
rXUmJ,r2qr1k1/2p2pb1/p2p2P1/1p4Nn/1P1p2QP/2P2N2/P7/2K4R b - - 0 23,d8f6 g6f7 f6f7 g5f7,1933,advancedPawn crushing fork middlegame short
Bc8ht,7k/p5pp/2Q5/4r1q1/1P6/P5Pb/2Pr1P1P/R3R1K1 b - - 0 30,g5f6 c6e8 e5e8 e1e8 f6f8 e8f8,1934,backRankMate long mate mateIn3 middlegame sacrifice xRayAttack
2J5aF,1k4r1/1ppn2r1/p6p/2bPP3/5P1Q/1P1q1B2/PB2R1PP/5R1K w - - 5 29,e5e6 g7g2 f3g2 d3e2 h4d8 g8d8,1935,crushing deflection long middlegame
Gizpm,3rr1k1/2q3pp/5p2/5P2/2p5/Pn1p4/1PQ2PBP/3RR1K1 w - - 0 27,g2d5 d8d5 e1e8 g8f7 d1d3 d5d3,1935,advantage long middlegame sacrifice
Wk9jU,1Bq4r/1b3kpp/p3pn2/1pb5/8/1BN5/PP2QPPP/3R2K1 w - - 1 17,g1h1 c8c6 f2f3 h8b8,1936,crushing discoveredAttack master middlegame short
bMoqC,2kr3r/ppp2ppp/4qn2/1P6/P1Pp4/3nb1PP/1B1NP1B1/R2QKR2 w Q - 0 19,e2d3 e3f2 e1f2 e6e3,1936,attraction discoveredCheck doubleCheck mate mateIn2 middlegame sacrifice short
XBKKY,2r2rk1/5pp1/1q2p2p/3pP2Q/1pp5/P5RR/5PPP/6K1 b - - 1 24,b4a3 g3g7 g8g7 h5h6 g7g8 h6g5,1936,attraction endgame long mate mateIn3 sacrifice
PV0AV,r4rk1/5pp1/p3b2p/q2pN3/2pP1P2/2P1R3/P5PP/R2Q2K1 b - - 2 19,e6f5 e5c6 a5a3 c6e7 g8h7 e7f5,1938,crushing fork long middlegame
T7iw4,2r2rk1/pbqnppbp/1p1p2p1/3N4/3N1B2/6P1/PPQ2PBP/R3R1K1 b - - 0 17,c7c2 d5e7 g8h8 d4c2 c8c2 g2b7,1940,advantage fork intermezzo long middlegame
bw77c,r2q1brk/pb1p1pNp/1p2pPpQ/n7/3P1R2/3B4/PP4PP/R1B3K1 b - - 8 20,f8g7 h6h7 h8h7 f4h4 g7h6 h4h6,1940,attraction kingsideAttack long mate mateIn3 middlegame operaMate sacrifice
LDJAJ,r4r1k/1q1b1pp1/p1nQ1n2/1p2p1Rp/4P2P/4BP1N/PPP1B3/2K4R b - - 4 21,a8d8 d6f6 g7f6 g5h5 h8g7 h1g1 d7g4 g1g4,1940,capturingDefender kingsideAttack mate mateIn4 middlegame sacrifice veryLong
qoy91,3r2k1/2Q2p1p/1p4p1/8/2P3P1/p3P2P/4RK2/1q6 b - - 1 44,a3a2 c7d8 g8g7 d8d4 f7f6 e2e1,1941,crushing endgame hangingPiece long
KggNd,6k1/4pp1p/6p1/3PQP2/b2B2P1/p2q2KP/P7/8 w - - 3 40,g3h4 g6g5 h4h5 d3h3 h5g5 f7f6 e5f6 e7f6,1943,crushing deflection endgame fork veryLong
LxHPB,4r1k1/5p1p/2b2PpQ/p2pP3/3Pq1R1/P3B1K1/1r5P/8 b - - 3 32,e4e3 h6e3 e8b8 e3h6 b8b3 g3f4,1943,crushing defensiveMove endgame hangingPiece long
snziA,2b5/6kp/p2R2p1/P1r5/8/6P1/6BP/6K1 w - - 2 40,d6d5 c5c1 g1f2 c1c2 f2e3 c2g2,1946,advantage deflection endgame long skewer
nwdEE,4rk1r/pppb2p1/3p1q1p/n2Q4/8/P1PP1N2/2P3PP/5RKR b - - 5 18,f6c3 f3e5 f8e7 d5f7 e7d8 f7d7,1946,discoveredAttack discoveredCheck long mate mateIn3 middlegame
03HvY,7k/4q3/p2p1N2/1p2pKpp/8/2P5/PP5P/3R4 b - - 5 35,h8g7 d1d6 e5e4 d6d7 e7d7 f6d7,1946,advantage endgame long pin
W4qJB,1rr3k1/p3bpp1/p2p1nbp/1q1P4/2N1PB2/1P4NP/P2Q2P1/2R1R1K1 w - - 3 23,f4d6 e7d6 c4d6 b5b6 g1h2 b6d6 c1c8 b8c8 e4e5 d6d5,1951,crushing fork middlegame veryLong
kPWya,1k1r2r1/p2b1p1p/Pp1P4/3Ppn2/4N2q/4P3/3Q2BN/R1R3K1 w - - 1 27,c1c7 h4e4 c7b7 b8a8 b7d7 d8d7,1951,crushing long middlegame pin
4Dgom,5rk1/5ppp/p2Q4/1pp1p3/4q3/P1P2P1P/1P2n1P1/2R2RK1 w - - 1 23,g1h1 e2g3 h1h2 e4f4,1952,advantage endgame fork short
qkJxU,2Q2bk1/7p/1Np3p1/4q2n/8/3pPp1P/5P2/4R1K1 b - - 3 30,h5f4 c8f8 g8f8 b6d7 f8e7 d7e5,1953,attraction crushing endgame fork long sacrifice
hqRv2,r2r2k1/2pb1ppp/4p1q1/p1P5/1n1P4/4P3/Q2NBPPP/RR4K1 w - - 6 25,b1b4 d7c6 e2f3 a5b4 f3c6 a8a2,1953,crushing discoveredAttack intermezzo long middlegame
RUd7V,r2r2k1/p2q1ppp/1p6/2pN4/2P5/6R1/Pb4PP/R2Q2K1 b - - 1 18,b2a1 d1a1 f7f5 d5f6 g8h8 f6d7,1953,advantage long middlegame pin
9OxOx,2kr3r/1pp1qppp/p1b1p3/4B3/4Q3/1P6/P1P2PPP/2KR1B1R w - - 3 15,e4c4 e7a3 e5b2 d8d1 c1d1 a3b2,1954,crushing long middlegame pin queensideAttack
SMybQ,6k1/2p2p1p/2Rp1p2/8/rP6/2Pb2P1/2r2PBP/R5K1 w - - 0 27,a1a4 c2c1 g2f1 d3f1 f2f4 f1b5,1955,advantage discoveredAttack discoveredCheck endgame long master
hy6pC,6k1/2p5/1p1p2pp/3Ppp2/1PP4q/1RQ2BPn/r7/5NK1 w - - 1 33,g1h1 h3f2 h1g1 h4h1 f3h1 f2h3,1955,cornerMate discoveredCheck doubleCheck exposedKing kingsideAttack long mate mateIn3 middlegame sacrifice
7HgHu,5r1k/4Nppp/8/3Q4/Pp1B4/3PP1bb/1P2K1B1/2R4q b - - 7 34,h1c1 d4g7 h8g7 d5g5 g7h8 g5f6,1957,attraction fork long master mate mateIn3 middlegame sacrifice
QGdom,4r1k1/1p3pp1/7p/1p1B1P2/1PPB2Q1/P2q4/6PP/R3r1K1 w - - 1 27,a1e1 e8e1 g1f2 e1f1,1958,endgame killBoxMate mate mateIn2 short
Bp3J9,7r/pp5r/3P2k1/1PR2pqn/6p1/P3PpP1/1Q5P/3R1N1K w - - 1 33,d6d7 h5g3 h1g1 g3e2 b2e2 f3e2,1958,advancedPawn crushing kingsideAttack long master middlegame pin
5oXvS,8/pQ3bk1/1bR4p/5B2/4p1P1/4P1K1/5P2/6q1 w - - 3 41,g3f4 g1f2 f4e5 f2g3 e5e4 g3e3,1958,endgame long master mate mateIn3
FlhfQ,2k2rr1/R1b5/4p2p/3q2p1/3Pp3/2P5/PQ3PPP/1R4K1 b - - 2 28,e4e3 a7c7 c8c7 b2b6 c7d7 b6a7,1958,attraction crushing exposedKing long middlegame queensideAttack sacrifice
7tLp2,2r3k1/5p1p/R2P2p1/3nN3/8/6P1/1r3P1P/5K1R w - - 0 28,d6d7 d5e3 f1e1 c8c1,1959,endgame mate mateIn2 short
em8w8,r1b1kbr1/ppp1np1p/3q2p1/1N1pN3/B7/4P3/PPPP1PPP/R1B1K2R b KQq - 0 9,d6e5 b5d6 e8d8 d6f7,1960,deflection discoveredCheck doubleCheck mate mateIn2 opening short
A33uJ,6r1/4kp2/3p1pr1/pPp1pR2/P1q1P2Q/4P3/5RPP/6K1 w - - 0 31,f5f6 c4c1 f2f1 g6g2 g1h1 g2g1 f1g1 c1g1,1960,deflection endgame mate mateIn4 veryLong xRayAttack
8fDpu,r4kr1/pp3p2/8/6p1/Q3B3/P1q3P1/8/3R1RK1 w - - 0 26,d1c1 c3g3 e4g2 g3e3 f1f2 e3c1,1960,crushing deflection exposedKing long middlegame
cgiqd,7r/1Q3pk1/3p2p1/3Pp3/4PnBr/6RP/P1R2PPK/5q2 w - - 1 30,c2c7 h4h3 g2h3 f1f2,1961,crushing middlegame sacrifice short
D2UuG,r2qr1k1/pbp2pp1/1p2p1n1/2b3N1/8/2P4P/PPQ1BPP1/R1B2RK1 w - - 1 18,g5f7 g8f7 e2h5 d8f6,1962,advantage hangingPiece opening short
jc2wM,r4r1k/pp4p1/4Q2p/2p5/2PbP3/1P1q3P/1B3PP1/1R3RK1 b - - 1 24,d4f2 f1f2 d3b1 g1h2,1963,advantage defensiveMove middlegame sacrifice short
gFPEc,5rk1/1p2bppp/2n1p3/2Pp4/3P4/2QB4/5PPP/r3NK2 b - - 4 26,a1a4 d3h7 g8h7 c3c2 h7g8 c2a4,1964,advantage attraction fork long middlegame sacrifice
St2i0,7r/2pkb3/p1p5/3p2p1/5q2/1P1Q4/P1P2PP1/RN3RK1 w - - 0 27,d3g3 f4g3 f2g3 e7c5 f1f2 h8f8,1964,advantage long middlegame pin
pH4DI,7r/pp1bkpp1/4p3/8/q3B3/2P1BP2/P4P1P/R2R2K1 b - - 6 21,a4b5 a1b1 b5h5 b1b7,1964,advantage middlegame short skewer
A0InJ,2r3k1/p5pp/1pp4r/3p4/QP1P1PqP/P3P1Pb/6B1/2R2RK1 w - - 1 29,g2h3 g4g3 h3g2 g3e3 f1f2 e3c1,1969,crushing deflection exposedKing fork long middlegame
Wlo2f,r4rk1/pp3p1p/3p1pp1/8/4P3/1Nq1Q3/PnP2PPP/R3R1K1 b - - 5 19,c3c2 e1e2 c2d3 e2b2 d3e3 f2e3,1969,advantage long middlegame skewer
sPIEN,1n5k/rB4p1/p1p4p/7q/4P3/1QP1RrPb/P2B1P1P/R5K1 w - - 5 22,b3d1 h3g4 h2h3 f3g3 e3g3 g4d1,1970,advantage discoveredAttack kingsideAttack long middlegame quietMove
QJVb0,1R1b1k1r/5p1p/3q2p1/4p3/Q7/2P5/P5PP/5RK1 w - - 2 30,f1d1 d6b8 a4b4 b8b4,1970,advantage endgame hangingPiece short
tM9YE,2r1r1k1/pp3pb1/8/3pq3/3Nn1P1/3Qp2P/PPB3R1/R1B4K w - - 4 24,d4f5 e4f2 g2f2 e3f2 c1e3 e5b2,1972,advancedPawn advantage fork long middlegame
mRRR0,8/Q1prkp2/4p3/7p/4P2P/3bR1P1/P4qBK/8 w - - 0 32,a7c5 e7e8 c5c1 d3f1 c1f1 f2e3,1973,advantage defensiveMove deflection endgame long
alpEE,r1b2rk1/p1p1q1pp/1pPbpR2/1P1pN3/3P4/P2BP3/1BQ3PP/2R3K1 b - - 0 23,e7f6 d3h7 g8h8 e5g6 h8h7 g6f8 h7g8 c2h7,1974,crushing discoveredCheck doubleCheck fork middlegame veryLong
qmg4y,1r6/k7/p4Pq1/4Q3/2pP4/P1P5/1P1K4/1R6 w - - 0 38,b1f1 b8b2 d2e3 g6d3 e3f4 d3f1,1975,crushing endgame fork long
c0ABu,5r1k/6pq/ppppB3/8/4PrR1/8/PP3P2/3Q1RK1 w - - 5 30,g1g2 h7e4 f2f3 e4e6 g4f4 f8f4,1975,advantage fork long middlegame
RrVr9,r3r1k1/pbq1bppp/8/1pp1pP1N/4P3/1P3N2/1PP2QPP/R2R2K1 b - - 1 19,f7f6 f2g3 e7d8 d1d8 a8d8 h5f6,1976,advantage long middlegame pin
WyDob,r1bq2k1/pp4pp/2p5/4R2Q/5r2/3P4/PPP2PPP/4R1K1 b - - 0 19,c8g4 e5e8 f4f8 e8f8 d8f8 h5g4,1977,advantage fork long middlegame
hTyrY,r1b1kr2/1pN1n1pp/2npp3/p7/3P3q/P2QB3/1PP1B3/2K2R2 b q - 1 20,e8d8 c7e6 c8e6 f1f8 d8d7 f8a8,1978,advantage exposedKing long middlegame skewer
oyhpL,r4b1k/1bp3pp/p1q5/1pP5/1P1pN3/P2Q1PP1/1B6/R5K1 b - - 0 26,a8d8 e4g5 g7g6 g5f7 h8g8 f7d8 c6f3 d3f3,1979,crushing fork master middlegame veryLong
BVAdt,r1b5/p1p1Q2p/4p3/3p2k1/3P4/2Pqp3/PP1N2P1/R2K4 b - - 7 24,g5f4 e7h4 f4f5 h4h7 f5f6 h7d3,1980,crushing endgame interference long skewer
fP8Gf,3R4/1b2r1pk/7p/4r3/1p2p3/1P2R2P/2B3PK/8 b - - 3 41,e5d5 e3e4 d5d8 e4e7 h7h8 e7b7,1982,advantage discoveredAttack discoveredCheck endgame long
2Yw7g,3qk1r1/5pB1/p3p2Q/1p5P/3P4/2n2P2/P4PK1/7R w - - 0 24,g2h2 d8h4 h2g2 h4d4 h6h8 d4g7 h8g7 g8g7,1983,crushing endgame exposedKing pin veryLong
oGoqu,7k/1n2q2p/p2p2p1/1p1Pp3/8/PP4P1/2PB4/5Q1K b - - 0 34,b7c5 d2g5 e7g7 g5f6 c5d7 f6g7,1984,crushing endgame long pin
YCYxA,8/2R5/1P6/P5k1/3rPpp1/8/5P1P/6K1 w - - 0 44,b6b7 d4d1 g1g2 f4f3 g2g3 d1g1,1984,endgame long mate mateIn3 rookEndgame
YYc1n,2r5/1p1Qpk1p/2n1qpp1/pN2p3/P1P5/1P2P2P/5PP1/3R2K1 b - - 2 30,c8d8 b5d6 e6d6 d1d6 d8d7 d6d7,1985,crushing endgame long pin
tNQjU,b2qr1k1/p4pp1/1b3n1p/3np3/QP1pN3/P2P1PP1/4PN1P/R1B2RK1 w - - 7 19,c1h6 g7h6 e4f6 d5f6,1986,advantage hangingPiece middlegame short
vuCB7,r1b4r/p1k1nQpp/4p3/1B1pP3/2p5/q1P1P3/P5PP/1R2R1K1 b - - 2 19,c8b7 b1b4 a3b4 c3b4,1987,crushing middlegame pin short
aZjNS,r1bk1b1r/3n1pp1/p2N3p/2pn4/1p3B2/3B3N/PP3PPP/2K1R2R b - - 1 15,d5f4 d6f7 d8c7 h3f4,1987,crushing fork intermezzo middlegame short
Vwj0w,Q7/8/1q1b3p/1kpp1b2/3P4/1Pp1PP1P/2P5/1K6 b - - 0 35,c5d4 a8a4 b5c5 e3d4,1989,endgame intermezzo mate mateIn2 short
qRC8Q,3rr1k1/2p3pp/p1B2b2/1p3p2/1P1P4/P4PPq/3Q3P/B4RK1 b - - 2 30,e8e6 d2a2 f6d4 a1d4,1990,advantage middlegame pin short
xFKUR,rn4k1/pp3ppp/2p5/3p4/3Pr3/5Nq1/PPPQB3/R4R1K w - - 0 22,f1g1 e4h4 f3h2 h4h2,1992,kingsideAttack mate mateIn2 middlegame short
K7uRc,8/4Kpk1/4p3/r5P1/8/6Rp/8/8 b - - 3 49,a5g5 g3g5 g7h6 g5g3 h6h5 g3h3,1992,crushing endgame hangingPiece long master rookEndgame
NyVJG,4r2k/2b2ppp/p7/7q/PpNPr3/3QBbP1/1P3P1P/R3R1K1 w - - 5 28,c4d2 h5h2 g1h2 e4h4 h2g1 h4h1,1993,attraction kingsideAttack long mate mateIn3 middlegame operaMate pin sacrifice
c7W3a,5qk1/ppp4p/3p1rr1/P2P4/1P1pP2Q/3b1B2/6RP/6RK b - - 1 33,f6f3 g2g6 h7g6 g1g6 g8f7 h4h7 f7e8 g6g8,1995,advantage kingsideAttack middlegame pin veryLong
xyQnW,8/8/p1k4p/1p2b3/1Kp5/P7/1P1R4/8 w - - 2 42,d2d8 a6a5 b4a5 e5c7 a5b4 c7d8,1995,attraction crushing endgame fork long
zo31M,k3rr2/pp3p1R/8/8/5Q2/6P1/qP3P1P/2R3K1 w - - 0 27,c1c7 a2b1 g1g2 b1h7,1995,advantage endgame fork short
MrmES,8/2q4k/6pp/8/4QP2/2p3P1/P1P4P/1K6 w - - 0 36,e4d3 c7b6 b1c1 b6g1 d3d1 g1e3 c1b1 e3b6 b1a1 b6b2,1996,endgame mate mateIn5 queenEndgame veryLong
a8Me5,8/7p/p5pP/3k4/P1r1pP2/4K3/3p2P1/3R4 b - - 1 43,c4d4 d1d2 d4d2 e3d2 d5d4 g2g4,1999,crushing defensiveMove endgame long pin rookEndgame
PmJyx,1r3rk1/1p3pb1/pNnpp1pn/Pq4Np/2pPP2P/5P2/1PPB2P1/R1Q1K2R w KQ - 1 18,b6d7 c6d4 d7b8 c4c3,2000,crushing middlegame sacrifice short
xxAdS,r1b2rk1/pp1p1ppp/2n5/P2QN1B1/8/q7/5PPP/2R1R1K1 b - - 1 21,a3a5 e5c6 a5d5 c6e7 g8h8 e7d5,2001,advantage fork long middlegame sacrifice
Amsrs,b1r1r1k1/7p/p1q3pP/1p2BpP1/3p1Q2/3P4/PPP2R2/4RK2 w - - 6 31,f4d4 c6h1 f1e2 c8c2 e2d1 c2c1 d1c1 h1e1,2004,advantage attraction deflection discoveredAttack exposedKing interference middlegame veryLong
frFcA,1R5r/P7/8/7p/8/7P/2p3K1/2k5 b - - 5 39,c1d2 b8h8 c2c1q a7a8q,2004,advancedPawn crushing endgame hangingPiece promotion rookEndgame short
eUHSe,r4rk1/p6p/1p3Np1/2Qbq3/3p4/3P2PP/PP4BK/R7 b - - 1 23,f8f6 c5d5 e5d5 g2d5 g8f8 d5a8,2005,advantage fork long middlegame
NypaO,3r2k1/pp3pp1/2p5/4b3/5K1p/1P1B2rP/2P1N1P1/1b2R2R w - - 0 26,f4e5 d8d5 e5f4 g7g5 f4e4 f7f5,2009,long mate mateIn3 middlegame
Av9ZV,2r4r/4qk1p/Q1p1p1p1/1p2Pp2/4p3/2P1P3/PP3PPP/R4RK1 w - - 0 22,a2a3 e7c7 a3a4 c8a8 a4b5 a8a6,2009,advantage endgame long trappedPiece
yzln4,r2qk1nr/pp1n1pp1/4p1b1/1B1NP1b1/3N2QP/8/PPP2P2/R3K2R b KQkq - 0 13,g5h6 d4e6 f7e6 g4g6 e8f8 g6e6,2010,advantage deflection long master middlegame pin
2oMHq,r1nkr3/q4ppp/2Q1P3/3p4/8/P7/P5PP/2R2R1K b - - 0 24,f7e6 f1f7 a7f7 c6a8 f7d7 a8a5 d8e7 c1c7,2010,advantage deflection exposedKing middlegame pin veryLong
5W3nL,2rkQ3/5R1p/3p1Pp1/6P1/1p1N4/1Pqn4/2P1K3/R7 b - - 0 32,d8e8 f7e7 e8f8 d4e6 f8g8 f6f7 g8h8 e7e8 c8e8 f7e8q,2010,advancedPawn endgame exposedKing mate mateIn5 promotion veryLong
4WM3Q,1R1n1r2/r3bpk1/2q1p2p/2p1N3/P1b5/P1N1P2P/2Q3P1/5RK1 b - - 1 27,c6d6 f1f7 d8f7 c2g6 g7h8 e5f7,2010,cornerMate deflection long mate mateIn3 middlegame sacrifice
IydsX,r4r2/pb2ppkp/3p2p1/2pP4/2P1q2P/1P6/P2QBPP1/R3K2R b KQ - 0 17,e4g2 d2c3 e7e5 e2f3 g2h1 f3h1,2011,advantage long middlegame trappedPiece
ksUuw,r2q2k1/pb1n1rb1/1p4Q1/3p4/5P2/1P2P2R/PB4PP/R5K1 b - - 1 20,d8e7 g6h7 g8f8 h7h8 g7h8 h3h8,2012,exposedKing kingsideAttack long mate mateIn3 middlegame sacrifice
YvjRM,r7/pp2pkb1/2np1n1B/q4P2/4P3/2N4P/bPPQ4/2KR3R b - - 0 19,f6e4 c3e4 a5d2 h6d2,2012,advantage hangingPiece master middlegame short
Sj8Nj,1n2k3/1Q5p/3P2p1/2p5/2B2b2/PK6/1P3P2/2q5 b - - 2 33,f4d6 b7c8 e8e7 c8e6 e7d8 e6d6,2014,advantage deflection endgame exposedKing long
